index,index,lat,longi,x,y,z
0,1,28.5144722,76.9716156,-0.40112566947937,-0.7991642951965331,-0.525429725646972
1,2,28.5144722,76.9716156,-0.40112566947937,-0.7991642951965331,-0.525429725646972
2,3,28.5144722,76.9716156,-0.40112566947937,-0.7991642951965331,-0.525429725646972
3,4,28.5144722,76.9716156,0.21289443969726501,-0.24133777618408203,0.20826244354248002
4,5,28.5144722,76.9716156,0.40381908416748,0.459038019180297,-0.470447540283203
5,6,28.5144722,76.9716156,-0.020774602890014003,0.37246036529541005,-0.63704776763916
6,7,28.5144722,76.9716156,0.39519762992858803,-0.20490765571594202,-0.148976325988769
7,8,28.5144722,76.9716156,1.442192554473877,1.003698587417602,-0.24282550811767503
8,9,28.5144722,76.9716156,0.09884691238403301,0.600839853286743,0.19876670837402302
9,10,28.5144722,76.9716156,-1.272699832916259,-0.9293935298919671,0.19029045104980402
10,11,28.5144722,76.9716156,0.751567363739013,0.573943614959716,-1.62502908706665
11,12,28.5144722,76.9716156,0.751567363739013,0.573943614959716,-1.62502908706665
12,13,28.5144722,76.9716156,-0.7445634603500361,-0.36735582351684504,0.9344406127929681
13,14,28.5144722,76.9716156,-0.45638465881347606,1.72252607345581,-1.6525588035583492
14,15,28.5144722,76.9716156,1.082357406616211,-0.34963488578796303,0.131776332855224
15,16,28.5144722,76.9716156,-0.440130829811096,-0.780588865280151,-0.780783653259277
16,17,28.5144722,76.9716156,-0.23409771919250402,0.41759753227233803,-0.5140776634216301
17,18,28.5144722,76.9716156,0.36525404453277505,0.694706439971923,0.19359016418457
18,19,28.5144722,76.9716156,-0.46666538715362504,-0.8956912755966181,-0.258448600769042
19,20,28.5144722,76.9716156,1.71647834777832,1.229650735855102,1.152444839477539
20,21,28.5144722,76.9716156,-5.628623008728027,-4.027193069458008,-6.6405792236328125
21,22,28.5144722,76.9716156,5.128664493560791,6.6843366622924805,6.501218795776367
22,23,28.5144722,76.9716156,-1.7682838439941402,-8.2398681640625,-13.841176986694336
23,24,28.5144722,76.9716156,-1.7682838439941402,-8.2398681640625,-13.841176986694336
24,25,28.5144677,76.9716143,5.894813537597656,-2.452092170715332,50.180599212646484
25,26,28.5144677,76.9716143,5.894813537597656,-2.452092170715332,50.180599212646484
26,27,28.5144677,76.9716143,-7.335313320159912,-7.621316432952881,-26.92107582092285
27,28,28.5144677,76.9716143,-7.335313320159912,-7.621316432952881,-26.92107582092285
28,29,28.5144677,76.9716143,2.242509841918945,-2.328715324401855,0.986110687255859
29,30,28.5144677,76.9716143,2.242509841918945,-2.328715324401855,0.986110687255859
30,31,28.5144677,76.9716143,-1.83990478515625,3.709688186645508,33.21415328979492
31,32,28.5144677,76.9716143,-1.83990478515625,3.709688186645508,33.21415328979492
32,33,28.5144677,76.9716143,-1.5130653381347652,-0.85133934020996,3.672323226928711
33,34,28.5144677,76.9716143,-15.819377899169922,-2.000015258789062,-16.611019134521484
34,35,28.5144677,76.9716143,-15.819377899169922,-2.000015258789062,-16.611019134521484
35,36,28.5144677,76.9716143,5.598825931549072,-1.529695510864257,14.811388969421387
36,37,28.5144677,76.9716143,-3.326143264770508,0.6819267272949211,-15.027286529541016
37,38,28.5144677,76.9716143,-3.326143264770508,0.6819267272949211,-15.027286529541016
38,39,28.5144677,76.9716143,-1.208304643630981,4.914412498474121,-26.496421813964844
39,40,28.5144677,76.9716143,-1.208304643630981,4.914412498474121,-26.496421813964844
40,41,28.5144677,76.9716143,-1.208304643630981,4.914412498474121,-26.496421813964844
41,42,28.5144677,76.9716143,0.7060275077819821,0.317468643188476,2.9361133575439453
42,43,28.5144677,76.9716143,0.7060275077819821,0.317468643188476,2.9361133575439453
43,44,28.5144677,76.9716143,0.7060275077819821,0.317468643188476,2.9361133575439453
44,45,28.5144677,76.9716143,4.07707405090332,11.327529907226562,29.72925567626953
45,46,28.5144677,76.9716143,4.4159040451049805,-5.246719360351562,30.51068115234375
46,47,28.5144677,76.9716143,4.4159040451049805,-5.246719360351562,30.51068115234375
47,48,28.5144677,76.9716143,-5.7602128982543945,-3.315436363220215,-21.221389770507812
48,49,28.5144677,76.9716143,3.576040267944336,-4.421788215637207,43.0164909362793
49,50,28.5144677,76.9716143,-11.331567764282227,1.5194025039672852,-33.34507369995117
50,51,28.5144677,76.9716143,6.471547126770019,-5.893165588378906,34.33525466918945
51,52,28.5144677,76.9716143,-5.679309368133545,0.31450653076171803,-23.912986755371094
52,53,28.5144677,76.9716143,10.395204544067383,0.118447303771972,48.87229537963867
53,54,28.5144677,76.9716143,10.395204544067383,0.118447303771972,48.87229537963867
54,55,28.5144677,76.9716143,-12.466140747070312,-2.68885326385498,-20.311885833740234
55,56,28.5144677,76.9716143,-8.810453414916992,3.616418838500976,-23.45698356628418
56,57,28.5144677,76.9716143,22.850025177001953,0.31427764892578103,57.26826095581055
57,58,28.5144677,76.9716143,-9.834163665771484,-4.713091850280762,-15.669065475463867
58,59,28.5144677,76.9716143,5.189428329467773,-0.00688362121582,43.91252899169922
59,60,28.5144677,76.9716143,-8.502885818481445,-5.23486328125,-18.64630126953125
60,61,28.5144677,76.9716143,-1.307581186294555,5.578734874725342,-9.821975708007812
61,62,28.5144677,76.9716143,-1.307581186294555,5.578734874725342,-9.821975708007812
62,63,28.5144677,76.9716143,20.626115798950195,-3.26865005493164,46.246952056884766
63,64,28.5144677,76.9716143,-1.9847450256347652,11.21652603149414,-10.727752685546875
64,65,28.5144677,76.9716143,-13.415997505187988,-1.853683471679687,-48.17961120605469
65,66,28.5144677,76.9716143,-13.415997505187988,-1.853683471679687,-48.17961120605469
66,67,28.5144677,76.9716143,-18.667163848876953,-4.060979843139648,-20.308507919311523
67,68,28.5144677,76.9716143,-18.667163848876953,-4.060979843139648,-20.308507919311523
68,69,28.5144677,76.9716143,1.163328886032104,-4.3819379806518555,18.580650329589844
69,70,28.5144677,76.9716143,2.574756622314453,13.38133430480957,6.169944763183594
70,71,28.5144677,76.9716143,-10.15438175201416,3.257257461547851,-52.96983337402344
71,72,28.5144677,76.9716143,-10.15438175201416,3.257257461547851,-52.96983337402344
72,73,28.5144677,76.9716143,-11.41431999206543,-11.964380264282227,-9.935775756835938
73,74,28.5144677,76.9716143,-11.41431999206543,-11.964380264282227,-9.935775756835938
74,75,28.5144677,76.9716143,-2.803438663482666,-3.235345840454101,-22.483802795410156
75,76,28.5144677,76.9716143,8.43552017211914,25.081789016723633,39.78816604614258
76,77,28.5144677,76.9716143,-16.344932556152344,-8.483837127685547,-43.192317962646484
77,78,28.5144677,76.9716143,5.21352481842041,-3.784223556518554,23.66968536376953
78,79,28.5144677,76.9716143,5.21352481842041,-3.784223556518554,23.66968536376953
79,80,28.5144677,76.9716143,5.21352481842041,-3.784223556518554,23.66968536376953
80,81,28.5144677,76.9716143,4.907001495361328,21.455459594726562,-11.38345718383789
81,82,28.5144677,76.9716143,-12.097715377807617,5.139373779296875,-48.60832977294922
82,83,28.5144677,76.9716143,13.496942520141602,-3.064140319824218,63.28656005859375
83,84,28.5144677,76.9716143,-11.720464706420898,-7.493361473083496,-19.46540641784668
84,85,28.5144677,76.9716143,-2.595923662185669,3.143680572509765,-28.096908569335938
85,86,28.5144677,76.9716143,-2.595923662185669,3.143680572509765,-28.096908569335938
86,87,28.5144737,76.9716133,8.099725723266602,-0.046907424926757,45.04214859008789
87,88,28.5144737,76.9716133,-8.280220985412598,-7.64703369140625,-31.028522491455078
88,89,28.5144737,76.9716133,5.386614799499512,-3.208438873291015,27.368675231933594
89,90,28.5144737,76.9716133,5.386614799499512,-3.208438873291015,27.368675231933594
90,91,28.5144737,76.9716133,-3.585441589355468,10.296844482421875,-14.157600402832031
91,92,28.5144737,76.9716133,-3.585441589355468,10.296844482421875,-14.157600402832031
92,93,28.5144737,76.9716133,-5.619906425476074,1.713660240173339,-39.850181579589844
93,94,28.5144737,76.9716133,-5.619906425476074,1.713660240173339,-39.850181579589844
94,95,28.5144737,76.9716133,-5.619906425476074,1.713660240173339,-39.850181579589844
95,96,28.5144737,76.9716133,-5.619906425476074,1.713660240173339,-39.850181579589844
96,97,28.5144737,76.9716133,-5.343165397644043,2.354340076446533,-20.046133041381836
97,98,28.5144737,76.9716133,0.330488443374633,-0.12223476171493501,-2.524232387542724
98,99,28.5144737,76.9716133,1.444689273834228,0.8904066085815431,1.8553705215454102
99,100,28.5144737,76.9716133,-1.335545301437378,-0.003424406051635,-0.20622539520263602
100,101,28.5144737,76.9716133,0.322014570236206,0.264035463333129,0.32953214645385703
101,102,28.5144737,76.9716133,0.33440637588500904,0.388367652893066,-0.634809494018554
102,103,28.5144737,76.9716133,0.8742015361785881,0.85128378868103,-0.7646274566650391
103,104,28.5144737,76.9716133,1.459027528762817,0.620751619338989,-0.23797321319580003
104,105,28.5144737,76.9716133,1.459027528762817,0.620751619338989,-0.23797321319580003
105,106,28.5144737,76.9716133,8.566739082336426,2.887531995773315,21.552888870239258
106,107,28.5144737,76.9716133,8.566739082336426,2.887531995773315,21.552888870239258
107,108,28.5144737,76.9716133,-3.2889084815979,-1.208825349807739,-9.06306266784668
108,109,28.5144737,76.9716133,-0.08326172828674301,0.8081536293029781,0.11566734313964801
109,110,28.5144737,76.9716133,-1.4323673248291011,-1.150042533874511,-1.033003330230713
110,111,28.5144737,76.9716133,0.28669667243957503,0.23747205734252902,2.730011940002441
111,112,28.5144737,76.9716133,1.410201549530029,0.646212100982666,0.507802963256835
112,113,28.5144728,76.9716124,-0.10549068450927701,-0.365368843078613,-0.082347869873046
113,114,28.5144728,76.9716124,-0.10549068450927701,-0.365368843078613,-0.082347869873046
114,115,28.5144728,76.9716124,-1.30835485458374,0.16789627075195301,-2.009024620056152
115,116,28.5144728,76.9716124,21.236339569091797,2.388249158859253,43.8400993347168
116,117,28.5144728,76.9716124,21.236339569091797,2.388249158859253,43.8400993347168
117,118,28.5144728,76.9716124,21.236339569091797,2.388249158859253,43.8400993347168
118,119,28.5144728,76.9716124,-8.575824737548828,-5.228686332702637,-38.2320556640625
119,120,28.5144728,76.9716124,-8.575824737548828,-5.228686332702637,-38.2320556640625
120,121,28.5144728,76.9716124,5.093442916870117,-1.994768142700195,16.90171241760254
121,122,28.5144728,76.9716124,4.411617279052734,7.06572151184082,29.10126495361328
122,123,28.5144728,76.9716124,-1.618421554565429,0.705812454223632,4.4745731353759775
123,124,28.5144728,76.9716124,-1.618421554565429,0.705812454223632,4.4745731353759775
124,125,28.514472,76.9716117,-1.044444561004638,-0.15129256248474102,-0.48086929321289
125,126,28.514472,76.9716117,-1.044444561004638,-0.15129256248474102,-0.48086929321289
126,127,28.514472,76.9716117,-2.240460395812988,-1.477210998535156,0.8420910835266111
127,128,28.514472,76.9716117,-0.8542159795761101,-0.8123817443847651,-1.727924823760986
128,129,28.514472,76.9716117,-0.8542159795761101,-0.8123817443847651,-1.727924823760986
129,130,28.514472,76.9716117,-0.40331208705902105,-0.672109842300415,1.688692092895507
130,131,28.5144715,76.9716114,0.369964390993118,-1.120319843292236,0.5946245193481441
131,132,28.5144715,76.9716114,0.420810580253601,-0.43390905857086104,0.983821868896484
132,133,28.5144715,76.9716114,11.30322551727295,-1.109913110733032,44.765567779541016
133,134,28.5144715,76.9716114,11.30322551727295,-1.109913110733032,44.765567779541016
134,135,28.5144715,76.9716114,0.361164093017578,-0.154698848724365,-1.7008061408996582
135,136,28.5144715,76.9716114,-3.62602949142456,-0.578962862491607,1.284241676330566
136,137,28.5144715,76.9716114,-3.62602949142456,-0.578962862491607,1.284241676330566
137,138,28.5144715,76.9716114,0.460798501968383,-0.6432865262031551,1.164948463439941
138,139,28.5144715,76.9716114,0.460798501968383,-0.6432865262031551,1.164948463439941
139,140,28.5144715,76.9716114,-0.5132427811622621,-0.188912540674209,5.210803508758545
140,141,28.5144715,76.9716114,0.16243839263916002,-0.040931854397058,0.9796562194824211
141,142,28.5144715,76.9716114,-0.009696215391159,0.041644014418125,-0.020404815673828
142,143,28.5144715,76.9716114,-0.03826367855072,-0.052904084324836,-0.022823333740234
143,144,28.5144715,76.9716114,-0.011818826198577001,-0.001668825745582,0.01916217803955
144,145,28.5144715,76.9716114,0.014643877744674001,-0.004413825459778,-0.02009105682373
145,146,28.5144715,76.9716114,0.024704068899154,0.048637941479682006,-0.024045944213867
146,147,28.5144715,76.9716114,-0.036639153957366,0.005839861929416001,0.021825790405273
147,148,28.5144715,76.9716114,-0.039067834615707,-0.025502212345600003,0.0064687728881830005
148,149,28.5144715,76.9716114,-0.006732493638992001,-0.004404695238918,-0.014570236206054
149,150,28.5144715,76.9716114,-0.020351171493530003,-0.013392948545515001,-0.000640869140625
150,151,28.5144715,76.9716114,-0.018947184085845,-0.029994297772645003,-0.011630058288574
151,152,28.5144715,76.9716114,0.007836848497390001,-0.019078383222222002,0.020678520202636
152,153,28.5144715,76.9716114,0.005279541015625,0.017576441168785,-0.0013074874877920001
153,154,28.5144715,76.9716114,-0.014936566352844,-0.015641126781702,-0.024452209472656
154,155,28.5144715,76.9716114,0.027516126632690003,0.0037655048072330003,-0.0223970413208
155,156,28.5144715,76.9716114,-0.012406408786773002,-0.015385569073259001,0.011387825012207
156,157,28.5144715,76.9716114,0.004988193511962001,0.024638459086418003,-0.02565574645996
157,158,28.5144715,76.9716114,-0.023064553737640003,-0.022629773244261003,-0.010716438293457
158,159,28.5144715,76.9716114,0.023069918155670003,0.06367121636867501,-0.006082534790039
159,160,28.5144715,76.9716114,0.011497229337692,0.030917622148990003,0.016393661499023
160,161,28.5144715,76.9716114,-0.020398795604705002,-0.008751367218792001,-0.011848449707031
161,162,28.5144715,76.9716114,0.017433762550354,-0.0054799988865850005,-0.013882637023925
162,163,28.5144715,76.9716114,0.017433762550354,-0.0054799988865850005,-0.013882637023925
163,164,28.5144715,76.9716114,0.016229748725891002,0.008246169425547,0.020637512207031
